"apec1.kT_mean", "apec1.kT_stdev", "apec1.kT_median", "apec1.kT_errlo", "apec1.kT_errup", "apec1.Abundanc_mean", "apec1.Abundanc_stdev", "apec1.Abundanc_median", "apec1.Abundanc_errlo", "apec1.Abundanc_errup", "apec1.norm_mean", "apec1.norm_stdev", "apec1.norm_median", "apec1.norm_errlo", "apec1.norm_errup"
1.509096799548186540e+00,2.651924251478999239e-01,1.804676437001419664e+00,2.474554990073128957e-01,3.463756280151820688e-01,5.539008534338542011e-01,1.485307318582965275e+00,1.605143562670052482e-01,1.764585775354312158e+00,1.264433179700322096e+00,4.708107372933034024e-02,1.244212509581394510e+00,1.747740015618137521e+00,4.656373061815939352e-01,2.378311619961619439e+00
