apec1.kT apec1.Abundanc apec1.norm
1.801121455741822031e+00 4.846579332088912784e-01 1.461788799286260154e+00
1.319809528863115533e+00 1.777893066133837130e-02 2.807091058710800890e+00
1.558265567967398901e+00 2.232400632116758321e-01 1.698931772851477673e+00
2.354069714044314310e+00 9.088577132335662334e-01 9.368001214526513465e-01
1.249722938212241674e+00 9.516325307176033699e-02 2.033496359047931801e+00
1.757835108073068975e+00 8.569798791449555198e-02 2.185427276400784713e+00
1.628572444928049867e+00 4.656373061815938796e-01 1.151098760308121527e+00
1.347725246131776577e+00 4.908856779105214702e-02 2.436417915109728050e+00
1.581978964174928892e+00 3.622775621883606023e-01 1.229321656941480878e+00
1.262654226255572665e+00 8.966467262519597914e-02 2.276645918106416477e+00
1.597359774769501417e+00 4.852263347270900917e-01 1.357629655737785823e+00
1.702910315441792610e+00 4.914337503981666688e-01 1.177046320373438038e+00
1.526741684175980218e+00 2.750083411167061898e-01 1.492632983329730934e+00
1.538019362545580915e+00 2.256789842976219540e-01 1.733822114736265130e+00
1.097684339206287385e+00 4.377223762230410264e-02 3.006220633555983124e+00
1.676728871063467574e+00 6.640197402976705243e-02 1.929452718680459755e+00
1.534813545380667055e+00 5.483965909067923805e-01 1.128347794330659903e+00
1.465019438187279643e+00 1.422544574023049957e-01 1.767791879808967570e+00
1.377871067877482147e+00 1.579965134949705072e-02 2.603098708818853968e+00
1.303014401314140480e+00 6.212318929456132205e-02 2.391999899898184179e+00
1.390505030705067258e+00 1.630001094642289927e-01 1.712805845333973176e+00
1.353956094261165033e+00 2.092552924831688616e-02 2.471872950803716940e+00
1.216622940606384207e+00 6.061155019427322960e-02 2.553627400402742609e+00
1.461218463575941762e+00 8.012737780866974191e-03 1.959570134228476146e+00
1.542844257408368058e+00 9.252630333351415104e-02 1.800150383604200099e+00
1.581844382623477374e+00 2.007860868906403973e-01 1.434274152714296591e+00
1.324282140058626434e+00 8.669808638065683304e-02 2.003081207934319874e+00
1.353311326166554585e+00 2.893121058879153940e-01 1.312845876167761938e+00
1.256917784320149556e+00 1.200148538290508604e-01 1.992318141869524384e+00
1.165989751602281688e+00 4.418929312330271975e-02 2.611243678412613622e+00
1.354026466455306110e+00 1.399116569995470793e-01 1.670998309779164082e+00
1.851231166668256822e+00 2.222356206494384423e-01 1.582339778288169629e+00
1.757835108073068975e+00 8.569798791449555198e-02 2.185427276400784713e+00
1.665896964207747688e+00 1.303180851397049977e-01 1.712062493673763841e+00
1.449545942403708043e+00 1.160273509390123137e-01 2.058420109510887830e+00
1.463060846465696674e+00 1.247457772001934750e-01 2.170133866905925579e+00
1.767901521526188624e+00 5.973625747694234489e-01 1.193459379280493282e+00
1.551970653845935910e+00 1.178096580521039022e-01 1.807807623416459064e+00
1.481538362524301933e+00 1.115107022128189185e-01 2.196335296213198784e+00
1.500229489121635229e+00 3.083693410795738110e-01 1.563178845074979062e+00
1.862675731016790071e+00 5.621077241755478848e-01 1.061011588141194562e+00
1.410736236039888736e+00 2.238022315873161028e-01 1.778739786456720706e+00
1.631049988597883971e+00 3.912716985121303392e-01 1.262410787265290324e+00
1.619642590314521735e+00 2.376631128583456820e-01 1.376446353215723395e+00
1.647317206435289449e+00 1.401604294328664957e-01 1.868487322418341590e+00
1.404079875401101907e+00 5.904404122666828680e-02 2.071962963993275064e+00
1.398207106302128633e+00 1.167764736138856008e-01 2.058310271498501987e+00
1.457260488009706423e+00 1.198451430334068896e-01 2.072981223123411709e+00
1.722989443079011584e+00 3.453973913598019641e-01 1.312830123225982248e+00
1.487148666078024428e+00 5.731653896481652133e-01 1.175849871370411082e+00
1.374969570059761281e+00 1.287841921079671270e-01 2.026233289050502151e+00
1.358374503064511130e+00 4.238231908587769547e-03 2.449737237473957219e+00
1.350924392939915064e+00 2.741559200828653370e-02 2.552265825564692392e+00
1.362995012745051193e+00 1.258702379990794262e-01 1.848778676143125743e+00
1.278632378109765488e+00 8.513932735359407145e-02 2.312261139805093624e+00
1.535540148532424709e+00 4.509220829390082202e-02 1.992200118800484976e+00
1.087154161104516348e+00 1.210644577675076480e-02 2.948559769897768579e+00
1.757225864068512555e+00 6.728786612402409828e-01 1.112831369100468759e+00
1.682699720322504255e+00 4.685694983955705772e-02 1.992145412913750802e+00
1.679133588145631517e+00 2.897358935453177020e-01 1.439115649115744633e+00
1.420189497756905617e+00 9.561571548510491847e-02 1.994229553852801651e+00
1.210923783094167483e+00 1.636980521032579405e-01 1.802827164223256284e+00
1.207088721333482439e+00 9.226827260884179482e-02 2.105489319124472569e+00
1.756192052980529050e+00 3.630391990048226214e-01 1.300456840022002236e+00
1.324691691275879268e+00 1.703134075674710146e-01 1.554731653814799275e+00
1.351333449245412544e+00 5.023348650062420956e-03 2.445586288296116351e+00
1.566176070257495390e+00 4.663799844534730066e-01 1.386736658316305881e+00
1.604695069453801581e+00 2.114967654088103499e-01 1.483293316474987300e+00
1.846437834266746236e+00 1.783023802696038218e-01 1.774136444172239147e+00
1.511552041270186386e+00 3.203300693133387944e-01 1.486645693702771664e+00
1.761079417593284679e+00 1.956023771785218246e+00 5.824660582235542394e-01
1.658793667857124898e+00 1.458957677099113892e-01 1.607824890693232867e+00
1.144316709684200628e+00 6.087454271051138954e-02 2.278847412120988292e+00
1.596815278305993013e+00 2.422065549373274285e-01 1.386287030674163478e+00
1.493567327808744238e+00 3.924134977820180614e-01 1.428891481984416290e+00
1.498974916852705563e+00 3.048429470068561575e-01 1.382010154106023680e+00
1.506248768704168794e+00 5.225534940829612562e-02 1.875832355117628358e+00
1.324875746008174593e+00 1.031869961214404996e-01 1.914145604134274814e+00
1.615279095364021922e+00 2.116468179879327227e-01 1.647534459450160860e+00
1.580782506797075548e+00 4.994704431974298364e-01 1.125530855552882459e+00
1.899041077770743824e+00 1.159964819642836487e+00 6.982640791940958325e-01
1.143732658276510161e+00 2.050548064583352509e-02 2.891230973091048373e+00
1.485919367752279729e+00 4.153208664297285968e-01 1.467576244295474508e+00
1.296966635833642911e+00 9.187092428526499877e-02 2.164062556349706679e+00
1.997621673549468513e+00 8.049082461324073012e-01 9.750001215407854138e-01
1.358646925366725045e+00 4.704054148972638960e-02 2.760835918264401112e+00
1.467643064274127163e+00 1.494320311247052391e-01 1.771526226683264316e+00
1.420873810180532493e+00 2.720365298509417468e-02 2.475171655306767970e+00
1.604695069453801581e+00 2.114967654088103499e-01 1.483293316474987300e+00
1.146447545425890446e+00 8.887102003136873596e-02 2.334707055282069899e+00
1.178645508323661550e+00 1.196371324766135752e-02 3.246933637098724734e+00
1.424631610613692256e+00 1.761679866153161300e-01 2.046438649738751003e+00
1.650387315875903260e+00 1.614633794666109623e-01 1.603408603306413660e+00
1.466681101778293694e+00 2.904801851107665644e-01 1.497106265370976352e+00
1.278255584748259288e+00 5.655781211924837404e-03 2.587991712164041225e+00
1.564132460178979889e+00 2.841151338365686119e-01 1.400991061129389426e+00
1.615279095364021922e+00 2.116468179879327227e-01 1.647534459450160860e+00
1.245842974756542043e+00 1.517373859599392139e-01 1.750348414364722771e+00
1.649516119334593744e+00 1.637105189890613044e-01 1.873094846043375838e+00
1.844099903472453228e+00 8.131851860304700752e-01 1.067102701792671748e+00
1.718611211514933235e+00 2.187686919225479976e-01 1.635870220593275359e+00
1.325207740302876580e+00 6.767696489025190609e-02 2.177634894391020648e+00
1.047553467672375893e+00 1.127721217881988425e-02 2.935865526039656004e+00
1.632938523680492748e+00 2.999209528709360084e-01 1.485209569924816231e+00
1.650188221426962087e+00 3.330803739365592597e-01 1.455897949233756483e+00
1.728296003225212374e+00 4.946783318005557040e-01 1.313846406743079065e+00
1.460381811941878771e+00 1.651911486139672203e-01 1.714674680743533353e+00
1.255225138245742444e+00 1.827702948393990570e-02 2.901412602372194893e+00
1.580782506797075548e+00 4.994704431974298364e-01 1.125530855552882459e+00
1.388650569005583257e+00 4.854324178988225769e-02 2.335808199703913512e+00
1.663157840498138196e+00 2.403070658910880508e-01 1.862310734659328171e+00
1.647010553242071129e+00 5.532779743719051790e-01 1.147667635380730911e+00
1.455802899837257858e+00 7.456289021094630876e-02 1.923255242694472456e+00
1.403183266572171961e+00 9.323106182585283452e-02 2.015506160959855464e+00
1.360837421193596519e+00 5.525203808527306970e-02 2.898904285693892913e+00
1.537360941645406154e+00 2.622287381012577412e-01 1.510675427447866648e+00
1.647317206435289449e+00 1.401604294328664957e-01 1.868487322418341590e+00
1.604695069453801581e+00 2.114967654088103499e-01 1.483293316474987300e+00
1.423436232455878692e+00 4.246807928117056763e-01 1.293967989044483957e+00
1.096239415332684874e+00 1.034583124293147333e-02 2.880537055218414189e+00
1.916403844066181028e+00 3.989266477131782063e-01 1.535981560368323784e+00
1.056654766955977154e+00 4.181336590829766442e-02 2.658012921400220829e+00
1.481464881915358855e+00 6.735146726225151037e-02 2.154250340897901683e+00
1.399874218370408041e+00 2.532160373479129811e-01 1.617153003613959195e+00
1.372987404146754020e+00 3.103531477447451017e-02 2.312020895491815775e+00
1.162932624548155269e+00 2.703099592684661545e-02 2.732895074168954164e+00
1.538087182075880355e+00 1.101871450630403482e+00 6.708507365430820268e-01
1.615758271429628357e+00 2.041335445780042834e-01 1.913862443568041583e+00
1.663792258702188720e+00 5.461791493262166952e-01 1.106476729623603772e+00
2.165583268693166641e+00 9.172986555519093699e-01 1.090067790857626173e+00
1.701384276450275124e+00 1.438474737725914110e-01 2.062969443792747715e+00
1.146874850762023224e+00 1.013240933712113157e-02 2.895135689054517236e+00
1.482162358345454400e+00 1.744480710257627631e-01 1.528765713185201491e+00
1.249048069890693613e+00 8.985906374251236006e-02 2.354225281414374038e+00
1.615758271429628357e+00 2.041335445780042834e-01 1.913862443568041583e+00
1.214853446605314913e+00 4.457670569551813733e-02 2.441640863553307561e+00
1.346149245165641162e+00 2.813138352153425961e-02 2.617553896189133589e+00
1.640441247296245741e+00 2.424450869723043245e-01 1.619277138328884202e+00
1.506248768704168794e+00 5.225534940829612562e-02 1.875832355117628358e+00
1.967354259234067149e+00 3.238872863953138337e-01 1.501647221424335266e+00
1.307567646972428443e+00 7.514027236322290415e-02 2.006725929429010513e+00
1.178645508323661550e+00 1.196371324766135752e-02 3.246933637098724734e+00
1.629560830232904323e+00 2.148208337926904576e-01 1.432897134274210726e+00
1.496799342831950597e+00 1.837612477281141410e-01 1.640569666038359742e+00
1.745380144389108157e+00 4.008627826604687638e-01 1.206951722469230104e+00
1.492954406518045118e+00 7.379823724235476390e-02 2.402679493998662430e+00
1.146510143625719014e+00 4.868546926017845722e-02 2.578741835820923978e+00
1.419575057884085334e+00 3.236197583229245833e-02 2.797767969762406715e+00
1.448407958125873751e+00 5.040427872971223189e-02 2.287269389963753063e+00
1.141915784455148852e+00 2.884554989470693859e-02 2.845236394332366192e+00
1.391333640045104403e+00 5.345090177240153784e-01 1.130696608113161528e+00
1.680408451307356055e+00 4.653012535085259138e-01 1.190657614177887291e+00
1.274744360332352500e+00 1.133925257812551726e-02 2.722226875202693908e+00
1.619689347447534677e+00 3.315111107434545734e-01 1.418123628935910929e+00
1.676990321759378011e+00 9.873641537736322915e-01 9.137660907887156236e-01
1.370290309334000423e+00 8.197968872832389620e-02 1.707025985694960335e+00
1.179088818011735817e+00 9.360939991211025824e-02 2.038975389971402929e+00
1.485307318582965275e+00 8.321144953871545402e-02 1.884733451364443590e+00
1.892746593358820784e+00 2.980306577310948279e-01 1.492805467032507938e+00
1.282334703663403630e+00 1.520384700140367251e-01 1.781180003920471266e+00
1.669490689855118060e+00 5.740244414264548123e-01 1.128211871658500121e+00
1.287408197129542131e+00 2.746944959048121596e-02 2.506177491700070981e+00
1.231204084284384548e+00 6.504737734075353994e-02 2.363089855902672287e+00
1.579607557184721012e+00 1.595628201028289894e-01 1.715197767040025578e+00
1.233816562433508235e+00 7.889073329266083068e-02 2.506088341846692824e+00
1.497471600366892197e+00 3.019424852125069947e-01 1.397547740240663972e+00
1.528956591073720617e+00 5.357277742505603957e-01 9.780573306884675633e-01
1.716367246700277738e+00 1.984732201589009259e-01 1.754635859238853790e+00
1.537230935808361343e+00 9.342052230572224503e-02 2.169514730386486345e+00
1.558203944694478427e+00 2.621810359502405041e-01 1.919764893790574689e+00
1.089970384265126269e+00 2.525334686357585956e-02 2.815282273321638495e+00
1.903573516888143136e+00 2.614285956798312882e-01 1.297172489286519514e+00
1.414501639705874947e+00 1.869654136539769529e-01 2.010494084976279350e+00
1.459241125592963373e+00 2.438824204020401676e-01 1.509084734568340025e+00
1.739516359508236576e+00 2.502463927263534060e-01 1.424612756689802584e+00
1.587197886912982803e+00 3.557642505701557045e-01 1.231335672076537158e+00
1.590092261383548200e+00 9.044612454938510959e-02 1.617596350933665494e+00
1.847145173306767640e+00 8.127843649923571778e-01 9.684662292077348411e-01
1.422759240948797466e+00 1.304536679703605373e-01 2.176470331118876000e+00
1.071741690439704353e+00 8.617735581446586690e-03 2.682048981429308476e+00
1.294931955899325082e+00 7.598747539549220720e-02 1.932937202876851224e+00
1.736277914224096053e+00 2.095069008266231547e-01 1.700049954230859584e+00
1.628708985530623377e+00 1.356861189840162796e-01 1.801978093987882668e+00
2.114854008651323891e+00 2.000285433386193856e-01 1.628244688558891262e+00
1.000561724253920426e+00 1.720110631879614993e-02 3.015071926450231476e+00
1.200517414578154085e+00 6.826980454011910560e-02 2.425310378775777487e+00
2.060270086672224998e+00 3.124538301398933626e-01 1.254465709512220251e+00
1.868133843780815040e+00 6.319029452470270591e-01 1.139704934586511786e+00
1.353308539111293562e+00 7.469476394699071931e-02 2.005146534327096219e+00
1.336557621652627592e+00 1.900952198460470199e-01 1.458532003750116157e+00
1.140936151976951418e+00 4.678127934261630538e-03 2.850680812178240764e+00
1.263851577685272565e+00 1.055068492619757464e-01 2.148258009217008269e+00
1.761692860640820424e+00 1.125108438942183708e+00 8.646593893718391710e-01
1.811141967030475142e+00 4.068396616119085429e-01 1.222481549414082824e+00
1.634526557770211719e+00 2.167129375358573529e-01 1.619266003371233831e+00
1.566418630893962272e+00 5.940783605985442417e-01 1.160750802686196792e+00
1.493781190054083385e+00 4.765646402108369983e-01 1.276035752642855181e+00
1.650390339094014003e+00 6.773191591533905820e-02 1.761673027507530520e+00
1.076506801703144056e+00 2.136290754585689830e-02 2.763974955529804767e+00
1.672383379785681079e+00 2.967672312232795262e-01 1.414583516315472522e+00
1.551791765316389959e+00 1.214107277024842335e-01 1.981876774815012565e+00
1.862150981980735809e+00 6.568218077293551671e-01 1.200211827118556673e+00
2.548427880884918562e+00 4.774038789799103788e-01 1.034136828670171537e+00
1.548969511663903287e+00 3.711192946989428365e-01 1.491495605408199365e+00
1.279926744583536280e+00 2.275671271391641326e-01 1.682115435240088219e+00
1.669490689855118060e+00 5.740244414264548123e-01 1.128211871658500121e+00
1.536279479287186556e+00 4.100714724767731689e-02 2.259263251973775866e+00
1.082189880042165431e+00 1.617905168475484642e-02 3.223503653442894024e+00
1.501819225000684321e+00 8.492215367065401865e-02 2.024075038918930147e+00
1.700288539425660161e+00 4.303042431383947153e-01 1.286166729229866856e+00
1.724238258683755909e+00 1.811186842648072060e-01 1.638398956951859331e+00
1.192873940713284009e+00 4.417369747991228141e-02 2.357833570741009854e+00
1.108248789481902641e+00 3.594219407763812879e-02 2.699070056648848581e+00
1.804478080117902561e+00 7.225612178744458269e-01 1.086996686581948035e+00
1.790711506305606049e+00 1.880907592156612074e-01 1.619372999523518430e+00
1.305308633347948000e+00 1.218462313615980425e-01 2.157242494431315549e+00
1.329047033603816264e+00 5.857537738343714107e-02 2.643765154451233279e+00
1.734268171688338800e+00 4.775851426815503897e-01 1.351106969251484990e+00
1.662059066485615633e+00 4.071239923377567016e-01 1.235595405678652225e+00
1.687875848152628810e+00 1.192870126102535400e-01 1.827609896247397225e+00
1.586290220270729856e+00 3.784437365081931570e-02 2.123064991850805772e+00
1.647010553242071129e+00 5.532779743719051790e-01 1.147667635380730911e+00
1.115290402161029926e+00 3.539942223091946394e-02 2.564768573834364851e+00
1.518101084096196152e+00 2.778672175906823916e-01 1.780988322632184540e+00
1.244731557588994120e+00 2.781128743122064650e-03 2.434261181121503803e+00
1.418168954299551920e+00 2.015235811409224476e-01 1.468587681852368432e+00
1.396152570768413925e+00 9.749762781546950086e-02 2.038860205154356731e+00
1.549705581113033803e+00 1.525899444160099261e-01 1.930109523095936197e+00
1.115680223575724384e+00 1.355342509430040518e-02 2.921810346804623482e+00
1.849824148017787051e+00 1.491146089298490962e-01 1.554846777701155869e+00
1.295591379704043700e+00 1.095153959976860880e-01 2.146235671196072836e+00
1.354236362428943075e+00 2.952993070997281255e-01 1.357775788768437630e+00
1.284675782609241201e+00 1.935362669795966453e-02 2.425570528579314544e+00
1.721913849852776845e+00 3.461211710273355280e-01 1.289939103316729341e+00
1.605611049152286585e+00 3.508298770265227962e-01 1.243417232109170101e+00
1.035184021053766834e+00 1.257324016220293106e-02 3.166061709214063047e+00
1.908990188188028680e+00 7.820294033431349767e-01 9.188076695177067599e-01
1.355288734578801391e+00 6.742673429187318046e-02 2.198850154430543657e+00
1.512804317873432947e+00 6.298609938690966081e-02 2.124560058820521125e+00
1.579232785359066193e+00 2.947915012353933273e-01 1.700225857139692431e+00
1.440792388208372632e+00 3.757637882777525307e-01 1.116083264787703699e+00
1.972763062470208162e+00 3.652805138334497270e-01 1.672185492957876773e+00
1.597359774769501417e+00 4.852263347270900917e-01 1.357629655737785823e+00
1.252755497159291354e+00 5.405679968266945828e-02 2.113108767283125022e+00
1.864889028069134369e+00 5.390839622045633384e-01 1.224866262971404440e+00
1.459960389365526856e+00 2.576163997657865967e-01 1.575051833397054679e+00
1.338163244971066979e+00 2.781646412731102469e-01 1.420719692504356368e+00
1.576271391194220550e+00 3.195595839905798763e-02 2.195239832523241841e+00
1.131177045766617040e+00 4.471766922180819837e-02 3.167377847049116291e+00
1.722989443079011584e+00 3.453973913598019641e-01 1.312830123225982248e+00
1.907573098421272872e+00 1.765516354852253167e-01 1.838583639206408105e+00
1.376063555355456769e+00 1.435614204254211379e-01 2.003037034125372262e+00
1.190949938828197663e+00 4.968137417241762915e-02 2.825611382095232660e+00
1.530492598363651258e+00 1.600731532665095325e-01 1.854483676784749457e+00
1.345884288331910428e+00 1.987874266592692951e-01 1.674114574618367879e+00
1.258497267250163310e+00 5.917043230256623099e-02 2.616598846483279228e+00
1.400395857748927941e+00 3.706870462898831375e-02 2.781039733119830881e+00
1.566418630893962272e+00 5.940783605985442417e-01 1.160750802686196792e+00
1.137816885608599504e+00 3.483228069865462045e-02 2.693952681515135339e+00
1.140015207880559878e+00 7.137166402958693145e-02 2.191572676665586528e+00
1.673241539805146783e+00 5.963340694302328160e-01 1.194790167155559857e+00
1.348651901732672576e+00 1.694420561137255643e-01 2.055758921470994594e+00
1.523453704828968025e+00 2.608874984395303520e-01 1.607945071593019692e+00
1.768092718446523826e+00 4.259188534450925046e-01 1.373477680933279821e+00
1.168543346489022472e+00 5.425055950584876246e-02 2.647929719632251988e+00
1.262526531637345073e+00 1.529915782600338447e-02 2.638460427059452940e+00
1.727890214503168043e+00 4.400914449047167443e-01 1.260554747329189373e+00
1.595222563291343487e+00 2.640112074467557135e-03 2.337687881972561055e+00
1.890101341188490380e+00 5.967765998739654743e-01 1.399401202514166220e+00
1.743286073205977171e+00 6.881280660652280279e-01 9.783216330870311284e-01
1.324779607561717754e+00 1.572328021121903452e-01 1.660373520796988078e+00
1.660638739788737217e+00 6.634404295106072214e-01 1.086665182042814592e+00
1.330038435232022254e+00 3.495842603266609977e-02 2.400987546062415046e+00
1.224187201609301612e+00 3.134630222988714354e-02 2.673141076045930209e+00
1.639489071774976159e+00 1.335232465321960216e-02 2.301829138715864698e+00
1.605611049152286585e+00 3.508298770265227962e-01 1.243417232109170101e+00
1.317640090531977837e+00 9.606158982681142766e-02 1.942198298957438674e+00
1.458888332497496165e+00 1.142837804294580956e-01 1.877088145727761948e+00
1.233816562433508235e+00 7.889073329266083068e-02 2.506088341846692824e+00
1.186855624404604459e+00 8.683387302750866787e-02 1.795481247795485569e+00
1.287025168114066975e+00 9.599097622307985189e-02 2.285795510671562614e+00
1.281384656282802625e+00 8.802593579509712662e-02 2.065459668027175066e+00
1.373291923775935564e+00 1.848514648794859216e-01 1.824344853217840567e+00
1.556193501747919150e+00 2.507629450592253617e-01 1.606062306157729047e+00
1.526496067837013415e+00 3.896331063082087431e-01 1.510468339774740709e+00
1.250983966227693367e+00 1.532166037579223150e-01 1.879962489478372856e+00
1.274813144568769596e+00 3.620724335945101069e-02 2.692443786516479420e+00
1.981625709296668925e+00 3.092380806233299695e-01 1.470280313066193001e+00
1.373821636198409690e+00 1.125442606235871612e-01 1.927976912811012689e+00
1.349620485773517897e+00 2.558112661632707674e-01 1.634291259402883556e+00
1.556951103831540673e+00 5.727764616688210686e-02 1.850064175728783900e+00
1.556870786714283694e+00 3.262257663863944446e-01 1.324871029389913080e+00
1.945727580395937295e+00 2.885254637308073411e-01 1.313127088815397414e+00
1.722339106431032940e+00 2.596209292434936700e-01 1.302670275151786017e+00
1.309884208013448292e+00 1.226705574510343899e-01 1.969450910637193797e+00
1.245569020503762392e+00 3.381789289465114701e-02 3.129109429656791175e+00
1.438631087825640531e+00 7.964111585150467076e-02 2.126504241740893253e+00
1.259443611516914974e+00 2.032124925617981304e-01 1.737645308663922084e+00
1.171429562458285112e+00 1.442758073285135834e-01 1.880392960774872613e+00
1.637848329969074035e+00 7.419512320201546718e-01 8.338045991847262695e-01
1.469589281541073822e+00 3.154758810330688945e-01 1.394896246329149880e+00
1.408279898553009168e+00 1.443083237762494975e-01 1.722501804082565924e+00
1.439169940296378236e+00 4.588425429093164754e-01 1.442190958055890704e+00
1.337766596844574885e+00 9.234855868202937468e-02 2.235410517884334425e+00
1.450351163164781854e+00 1.269792731412758835e-01 1.651842257201403763e+00
2.685707752562085382e+00 1.494892938929172965e+00 9.084404666900014469e-01
1.235796058681817744e+00 7.868789451800049795e-03 3.202654030399252783e+00
1.545266729849568366e+00 6.367332397037145375e-02 2.050029706108945859e+00
1.564753611196513017e+00 7.715774694679744528e-01 1.002663862794442196e+00
1.278419144093089876e+00 9.300349391879528249e-02 2.197068858953263870e+00
2.049911135289323116e+00 6.947191393258509429e-01 1.222418764660766488e+00
1.475317914792907414e+00 2.213853938768664542e-01 1.633389998840603319e+00
1.235796058681817744e+00 7.868789451800049795e-03 3.202654030399252783e+00
1.635778195993993434e+00 3.270082377080096303e-01 1.558858623230831242e+00
1.371821917707803706e+00 8.938793378768482289e-03 2.337949822034382841e+00
1.410170188587287488e+00 5.574307681726491798e-02 2.065613107063184906e+00
1.429226678153579622e+00 1.812928002761105550e-01 1.919309192505103345e+00
1.622891999190047230e+00 3.233369539326281239e-01 1.442945516086143964e+00
1.471706978050930203e+00 8.820834907411041759e-02 2.056701022504560328e+00
1.417141922272604937e+00 1.316625865426430675e-01 2.168935556777636720e+00
1.407520178920308229e+00 3.471754386674913428e-01 1.414930648836804750e+00
1.834841888940258459e+00 1.453894024844825106e-01 1.729028854768558388e+00
1.349620485773517897e+00 2.558112661632707674e-01 1.634291259402883556e+00
1.610852051335108337e+00 8.129001924583226235e-02 1.661613159744717905e+00
1.305308633347948000e+00 1.218462313615980425e-01 2.157242494431315549e+00
1.423746808730082414e+00 3.096351898349725129e-02 2.696745548284988470e+00
1.330964158871867475e+00 8.903177035456955046e-03 2.378311619961619439e+00
1.378730508541369471e+00 1.512067806345800958e-01 1.669287258885037151e+00
1.190620917579171989e+00 5.570114133156667258e-02 2.048942639093401574e+00
1.151566066508454389e+00 1.689338222804573700e-02 2.727501931965775395e+00
1.593460284004421856e+00 6.334940778500783853e-01 1.126044634675901657e+00
1.639250645679612095e+00 1.371493336644310501e-01 1.614053222608317517e+00
1.362275141242144549e+00 1.875868228449399933e-01 1.914747647050455637e+00
1.354526409184432234e+00 5.122400459866362915e-02 2.536578378282722035e+00
1.750590590918382761e+00 2.368976422419345695e+00 4.150551679359309465e-01
1.409748117867460904e+00 1.334730285427553342e-01 1.831860395450768175e+00
1.308436732679142178e+00 5.222871151729273353e-02 2.474898832490287415e+00
1.095444272120993601e+00 1.840222567767068468e-02 3.048849260971206565e+00
1.817639049162316445e+00 2.214273442786776624e-01 1.620293069951436182e+00
1.196989691273951273e+00 1.084410042428158860e-01 1.847027136814174186e+00
1.289363174543979529e+00 1.525877653647573218e-01 1.662577973395481967e+00
2.465821488865203914e+00 2.199285040905901711e-01 1.470615921950115368e+00
1.272967911223623849e+00 1.509944574335743694e-01 1.986327317105716306e+00
1.557905757185578555e+00 1.222112774484777203e-01 1.600243198128210143e+00
1.258980362504478867e+00 7.160324030146622554e-02 2.416564493369171007e+00
1.494840045410775309e+00 2.533123655088259096e-01 1.267601730379027014e+00
1.450681110372418869e+00 7.731133879947162113e-02 2.169241131852519544e+00
1.473221740315874717e+00 2.136455231444578939e-01 1.736013084857406463e+00
1.845190698251687467e+00 2.795084129337987999e+00 4.213351746747732718e-01
1.548615851810313471e+00 1.261399166073548517e-01 1.764980290455165468e+00
1.534529028267348938e+00 5.384267715656874120e-01 1.109030171079488536e+00
1.409456892008958517e+00 9.658969269943161462e-02 2.361570363256948468e+00
1.763752097822950393e+00 3.715694989576215912e-01 1.568170225936491358e+00
1.788810681518790080e+00 4.312326541626322340e-01 1.783705081442653828e+00
1.451152322282414087e+00 5.070599258052456426e-02 1.976091277478802199e+00
1.796623470207884710e+00 3.185377489643873017e-01 1.329285264610178929e+00
1.364593040173978533e+00 6.819734318460470013e-02 2.201414886746756672e+00
1.850556557989676998e+00 5.201483610570256655e-01 1.084185573826347948e+00
1.458361153930052945e+00 3.362671237915039191e-01 1.432078134112386270e+00
1.500352563686449647e+00 1.033164825180753754e-01 2.037328396560597277e+00
2.026626760775946945e+00 1.010697244282732665e+00 8.879243488220196490e-01
1.329047033603816264e+00 5.857537738343714107e-02 2.643765154451233279e+00
1.320360094391627159e+00 7.317634550253498960e-02 1.823942822122985863e+00
1.545246972286812959e+00 4.861523997556635446e-01 1.051904709503387103e+00
1.646573643164227940e+00 3.829584363561545080e-01 1.304682381068170471e+00
1.190620917579171989e+00 5.570114133156667258e-02 2.048942639093401574e+00
1.607887630139819946e+00 3.623291777153954119e-01 1.445283074938230827e+00
1.187081138439854522e+00 1.690425016610076769e-02 2.804154994721493210e+00
1.521000358037192024e+00 4.957227030242483679e-02 2.236243849068575873e+00
1.834395570705590117e+00 6.941887776811123123e-02 2.162600303086880338e+00
1.558441506329664827e+00 2.423545428598258833e-01 1.517386955706497398e+00
1.716367246700277738e+00 1.984732201589009259e-01 1.754635859238853790e+00
1.330301531350901012e+00 1.649822636693567546e-01 1.708520196239727840e+00
1.363799875436228604e+00 9.915035538405428395e-02 2.101375725620314050e+00
1.231830206674311423e+00 3.965371546757474192e-02 2.494439470553810434e+00
1.262774153550978440e+00 6.226612743410832318e-02 2.330944029488167146e+00
1.609159428416930382e+00 4.718977568190586003e-01 1.257800628559864409e+00
1.860892458547598327e+00 4.714665324524047740e-01 1.356149289439255945e+00
1.222033634641779498e+00 3.771114598264065781e-02 2.829323215759508514e+00
1.357719875050504399e+00 2.379383038853960519e-02 2.315480446439991624e+00
1.733207694662300291e+00 5.236186925291050898e-01 1.132707419786228575e+00
1.358283606800572363e+00 1.710561527874511489e-01 1.670508688476690429e+00
1.330914186098324681e+00 5.426123427971499963e-02 2.568240956368216477e+00
1.437284635956948220e+00 6.298438902823610963e-01 1.026751372473402313e+00
1.309660692102494917e+00 2.343889460464698704e-01 1.459974093710014076e+00
1.741029530152365057e+00 9.246457542003581054e-01 8.389086285633604589e-01
1.469589281541073822e+00 3.154758810330688945e-01 1.394896246329149880e+00
1.097684339206287385e+00 4.377223762230410264e-02 3.006220633555983124e+00
