logz logzerr logvol nlive logl logwt insert_order
-7.808628650374274002e+03 3.161403768387301483e+01 -3.450000000000002509e-01 4.000000000000000000e+02 -7.798087130311597321e+03 -7.804424844598288473e+03 1.600000000000000033e-01
-7.804410016464988985e+03 9.103736149525722965e+00 -3.475000000000002531e-01 4.000000000000000000e+02 -7.771438706377885865e+03 -7.777778920664577527e+03 1.774999999999999911e+00
-7.777778920664574798e+03 1.800171898912254775e+01 -3.500000000000002554e-01 4.000000000000000000e+02 -7.767877131128831934e+03 -7.774219845415523196e+03 1.770000000000000018e+00
-7.774191777884180738e+03 1.817770763047923310e+01 -3.525000000000002576e-01 4.000000000000000000e+02 -7.746839891914384680e+03 -7.753185106201075541e+03 3.250000000000000111e-01
-7.753185106200322480e+03 1.095694991284886832e+01 -3.550000000000002598e-01 4.000000000000000000e+02 -7.743510169855729146e+03 -7.749857884142420517e+03 1.159999999999999920e+00
-7.749822620600015398e+03 1.225843696038365316e+01 -3.575000000000002620e-01 4.000000000000000000e+02 -7.713007456698374881e+03 -7.719357670985065852e+03 1.790000000000000036e+00
-7.719357670985065852e+03 1.760592544447629137e+01 -3.600000000000002642e-01 4.000000000000000000e+02 -7.709214848018146768e+03 -7.715567562304838248e+03 1.239999999999999991e+00
-7.715545220603436974e+03 1.573205749380576535e+01 -3.625000000000002665e-01 4.000000000000000000e+02 -7.698157950331807115e+03 -7.704513164618498195e+03 1.635000000000000009e+00
-7.704513148443827049e+03 1.863174546250200692e+01 -3.650000000000002687e-01 4.000000000000000000e+02 -7.684438915643770088e+03 -7.690796629930461677e+03 1.900000000000000022e-01
-7.690796628826405140e+03 2.352788457494431995e+01 -3.675000000000002709e-01 4.000000000000000000e+02 -7.684147901222647306e+03 -7.690508115509338495e+03 9.100000000000000311e-01
-7.689948855884490513e+03 7.400947937018687028e+00 -3.700000000000002731e-01 4.000000000000000000e+02 -7.671485959042779541e+03 -7.677848673329471239e+03 1.120000000000000107e+00
-7.677848667770987959e+03 5.505582016751364272e+00 -3.725000000000002753e-01 4.000000000000000000e+02 -7.622410821208921334e+03 -7.628776035495612632e+03 5.699999999999999512e-01
-7.628776035495612632e+03 2.654416851581241232e+01 -3.750000000000002776e-01 4.000000000000000000e+02 -7.614809919343975707e+03 -7.621177633630666605e+03 3.049999999999999933e-01
-7.621177132504389192e+03 1.844652634687832915e+01 -3.775000000000002798e-01 4.000000000000000000e+02 -7.593409481283502828e+03 -7.599779695570194235e+03 1.145000000000000018e+00
-7.599779695569684918e+03 1.236102732313763575e+01 -3.800000000000002820e-01 4.000000000000000000e+02 -7.585399265796687359e+03 -7.591771980083378367e+03 1.600000000000000089e+00
-7.591771647254442541e+03 1.521787088865340642e+01 -3.825000000000002842e-01 4.000000000000000000e+02 -7.565616170535783567e+03 -7.571991384822475084e+03 1.100000000000000006e-01
-7.571991384819907580e+03 1.674904294847198116e+01 -3.850000000000002864e-01 4.000000000000000000e+02 -7.553386523132538059e+03 -7.559764237419229175e+03 7.449999999999999956e-01
-7.559764232523511964e+03 9.536648345845378572e+00 -3.875000000000002887e-01 4.000000000000000000e+02 -7.549595491454109833e+03 -7.555975705740801459e+03 5.500000000000000028e-02
-7.555953329061951081e+03 4.727571580902651505e+00 -3.900000000000002909e-01 4.000000000000000000e+02 -7.535931322805447053e+03 -7.542314037092138278e+03 1.669999999999999929e+00
-7.542314035899440569e+03 3.209491362796298208e+00 -3.925000000000002931e-01 4.000000000000000000e+02 -7.533137161070147158e+03 -7.539522375356838893e+03 6.250000000000000000e-01
