weight logl apec1.kT apec1.Abundanc apec1.norm
0.000000000000000000e+00 -1.047793466077984340e+04 1.581402846309055832e+01 4.882172913426653160e+00 7.206662142893327427e+01
0.000000000000000000e+00 -1.046143195207823010e+04 5.070147941345358333e+01 4.702078016514523284e+00 9.566062310864595020e+01
0.000000000000000000e+00 -1.034210466429287226e+04 7.308365011765999952e+00 1.451253778180428000e+00 9.154074267894846173e+01
0.000000000000000000e+00 -1.031237722308663251e+04 3.909982212248987565e+01 3.584018618324462224e+00 9.641189382727412749e+01
0.000000000000000000e+00 -1.014500803642383653e+04 2.855802347137898067e+01 1.508871535939530606e+00 1.071688488826719095e+02
0.000000000000000000e+00 -1.011589131903304042e+04 4.356414553191651606e+01 4.865118812147009919e+00 8.820721651261185059e+01
0.000000000000000000e+00 -1.006183634069467189e+04 2.411898742459634803e+01 4.833649491190865177e+00 7.635343754846644515e+01
0.000000000000000000e+00 -1.002457242121564195e+04 4.298011299886037584e+00 1.115278563989575700e+00 9.363425740177433454e+01
0.000000000000000000e+00 -1.000179632355319518e+04 2.677915910440644609e+01 1.541167751769993988e+00 1.041611463617402080e+02
0.000000000000000000e+00 -9.917098276095652182e+03 5.188185503928893638e+01 3.342986529865297207e+00 1.013603027899672924e+02
0.000000000000000000e+00 -9.892847576444108199e+03 1.840355082329338288e+01 2.846820862053889289e+00 8.454699385206249929e+01
0.000000000000000000e+00 -9.860121437451349266e+03 4.886849309269247499e+01 2.171068949748314658e+00 1.096294659538412191e+02
0.000000000000000000e+00 -9.849391015734534449e+03 3.754125746764894700e+01 1.935772967067083128e+00 1.054761729615311197e+02
0.000000000000000000e+00 -9.839907656296361893e+03 1.126388404364286266e+01 1.037316765763892645e+00 9.603805690513279103e+01
0.000000000000000000e+00 -9.800830979324968212e+03 2.677882465110462817e+01 2.504455129830420734e+00 9.293159661520839165e+01
0.000000000000000000e+00 -9.749175504577455285e+03 2.115108666105054880e+01 3.450792242049192105e+00 8.092499715161221729e+01
