"apec1.kT_mean", "apec1.kT_stdev", "apec1.kT_median", "apec1.kT_errlo", "apec1.kT_errup", "apec1.Abundanc_mean", "apec1.Abundanc_stdev", "apec1.Abundanc_median", "apec1.Abundanc_errlo", "apec1.Abundanc_errup", "apec1.norm_mean", "apec1.norm_stdev", "apec1.norm_median", "apec1.norm_errlo", "apec1.norm_errup"
4.047571480968915836e+00,2.372260031024496785e-01,1.011279481897837895e+00,1.820324403758794563e-01,4.203679705056196508e-02,3.374420300593694022e-01,4.048064508696690211e+00,2.375553298444273709e-01,1.000651569269019436e+00,3.861285265260510080e+00,1.940458486689629058e-01,6.728616931467196194e-01,4.231125586996335564e+00,2.788987644370529151e-01,1.354528217292481740e+00
