weight logl apec1.kT apec1.Abundanc apec1.norm
2.400597616880445462e-89 -2.095868822702261411e+02 3.558305760218101188e-01 5.423825819416248084e-01 7.265486668486367261e-01
2.595217349718176357e-88 -2.072038446203951594e+02 3.910198130474407119e-01 7.159996877990052466e-01 7.177393701868665099e-01
3.681473109776412450e-88 -2.068517019169711944e+02 1.178269793844564095e-01 9.793515223256421542e-01 7.058755287532315625e-01
7.084665369831658552e-87 -2.038919971563941260e+02 8.318526038578227810e-01 3.209429950772048068e-01 7.168088480164900300e-01
1.930223209090289712e-86 -2.028872090560263644e+02 7.526270521864879548e-01 9.168311696637220232e-01 6.995078577789648477e-01
1.317098012782243820e-84 -1.986617436774072587e+02 8.700771236418127774e-01 6.552625953850125251e-01 6.998186960282415381e-01
6.022460018131525370e-84 -1.971391787019108222e+02 4.946474992332726694e-01 3.829017034554045296e-01 7.088608308672601499e-01
1.037676616764282774e-83 -1.965926052339916623e+02 7.225989074517839006e-01 2.506232400037258223e-01 7.086632064263378439e-01
2.729282772093488010e-83 -1.956230505718173731e+02 3.864166682698310096e-01 3.056218847450489218e-01 7.097072634149873549e-01
9.516871168616028673e-83 -1.943715232896278735e+02 7.206606274508009502e-02 7.109156174857793609e-01 7.020159344531334833e-01
6.553861143797820474e-81 -1.901368648760937958e+02 9.638793397834253263e-01 9.421793086001432060e-01 6.743955656080999894e-01
7.059916377233824281e-81 -1.900599860328135264e+02 3.741385599190235611e-01 2.530222180008476762e-01 7.021103213975398161e-01
7.753287567842867224e-81 -1.899638022839448865e+02 5.406333536198570933e-01 1.638297552039803540e-01 7.029246172178398311e-01
1.959402836880912328e-80 -1.890341943949112533e+02 4.755975636636943227e-01 1.200060703411637286e-01 7.040690178066451033e-01
4.195594970699762833e-80 -1.882702989882736802e+02 2.879566128254995583e-02 8.932445890473094119e-01 6.865055957186066982e-01
2.013238958042853001e-79 -1.866995042066403414e+02 9.529830302579189727e-01 5.563713273207290255e-01 6.808521861884057058e-01
2.317626663939494857e-79 -1.865562053812901127e+02 4.828118608388315414e-01 4.837205057560080013e-01 6.889497820236001324e-01
2.813453006873203704e-79 -1.863598364966528607e+02 5.497531266243822490e-01 2.743597071077555904e-01 6.931089092682219954e-01
5.599295026497638997e-79 -1.856691083519849030e+02 2.239735318371315342e-01 1.739148036812221410e-02 7.114242764201483826e-01
2.621675220394127484e-78 -1.841228504501391967e+02 4.068151188354489634e-01 3.583959545514633360e-01 6.887294524229879977e-01
2.789088461089892769e-78 -1.840584491346873790e+02 9.467885040695981358e-01 9.020165996830379340e-01 6.670315861113633726e-01
2.596608415991079887e-77 -1.818248727295910783e+02 4.778857076404018356e-01 3.388107080008001537e-01 6.844796893900340073e-01
4.152118122630052999e-77 -1.813529602726553094e+02 2.686152925667960600e-01 5.345472889487201673e-02 6.980128378090314500e-01
6.099705789771019658e-77 -1.809658383288568757e+02 9.755316565833016540e-01 5.027838375201807430e-01 6.717447835813475931e-01
7.439057577220707549e-77 -1.807648346965945905e+02 5.866759703112681690e-01 5.898497760771281850e-02 6.920914215009774662e-01
2.776432412997885727e-76 -1.794453269758089391e+02 6.996804020280744663e-02 7.518119641803793218e-01 6.757664352350525316e-01
2.958827222806608749e-76 -1.793792007933805053e+02 8.027771458462509280e-01 9.159025671186805662e-01 6.607481768699535740e-01
1.733350255799548263e-75 -1.776088525818669268e+02 5.339276186283896664e-01 4.329921624556871684e-01 6.743044088406155989e-01
2.941236059143679778e-75 -1.770775787604242737e+02 3.997493412272921098e-01 6.593755165156636178e-01 6.694986080133382700e-01
3.870476292720847132e-75 -1.768005311091765179e+02 3.931447787538335792e-01 1.811313455334335742e-01 6.814398096348218692e-01
5.511725023398210552e-75 -1.764445310361344923e+02 1.469022598280609326e-01 7.825590402927742328e-01 6.680232297816147691e-01
7.894202928631182387e-75 -1.760827799980970099e+02 5.385993709583059008e-02 5.419480970592013280e-01 6.762155916210851325e-01
1.240467072940700103e-74 -1.756283356082854539e+02 6.169678577135033759e-01 1.644714848534319929e-01 6.772454766713793539e-01
3.647520264368013902e-74 -1.745472760316195036e+02 2.676253826658101520e-01 1.719208122922020188e-01 6.794789145184639834e-01
3.976591472275126417e-74 -1.744583985503426504e+02 5.241002748320502391e-01 2.610988304687448247e-01 6.732323775498508800e-01
4.782645004758785561e-74 -1.742713298469672054e+02 9.573170306955280928e-02 8.754523489124813596e-01 6.616519049207022496e-01
